Date,Temperature,W_speed,W_direction,Humidity
20140101,4,3.7,12,51.3
20140102,1.5,2,13,35.4
20140103,2.3,2.5,2,54.4
20140104,-0.1,2.4,12,47.1
20140105,-0.8,1.9,12,48.4
20140106,0.8,1.6,2,50.4
20140107,3,1.7,1,56
20140108,0.5,3.3,13,56.6
20140109,-7.8,3.6,13,26.3
20140110,-4.7,2,12,48.6
20140111,-1.7,1.9,13,44.1
20140112,-2.4,3.4,14,43.5
20140113,-6.2,2.9,13,26
20140114,-4.3,2.2,12,33.8
20140115,-2.9,1.7,12,42
20140116,0.1,1.9,2,59.9
20140117,-0.1,1.6,12,55.9
20140118,-2.2,3.1,13,42.4
20140119,-2.6,1.9,1,44.8
20140120,-1.5,3.2,3,83.3
20140121,-5.5,2.4,13,62.6
20140122,-3.9,1.6,13,60
20140123,-0.8,2.1,2,65.6
20140124,3,2.6,2,64.4
20140125,4.2,2.4,13,74.4
20140126,-2.1,2.7,13,42.1
20140127,0.2,2.6,2,48
20140128,1.5,2.9,13,52.8
20140129,2.2,2.2,2,40.1
20140130,4,3,12,66.1
20140131,1.3,2.2,3,26.1
20140201,4.9,3.4,3,63.8
20140202,4.9,2,12,91.6
20140203,-3.5,4.3,14,38.5
20140204,-7.4,3.4,13,25.9
20140205,-4.8,2,12,27.5
20140206,-1.3,1.7,1,29.8
20140207,2.4,4.8,14,47.3
20140208,0.2,4.3,13,79.4
20140209,-1.6,2.7,13,76.5
20140210,-0.1,2.5,3,55
20140211,0.2,3.2,3,42.1
20140212,1.2,2.5,3,49.3
20140213,1.9,2.2,3,46.1
20140214,2.7,3.1,3,47.3
20140215,2.7,2.7,2,54.6
20140216,2.8,1.7,2,53.3
20140217,4.2,2,2,45.5
20140218,2.5,3.5,2,45.9
20140219,2.1,2.6,2,48.6
20140220,1.2,2.8,12,61.5
20140221,0.9,2.6,12,49.1
20140222,2.2,2.1,13,49.3
20140223,3.1,2.1,13,50.6
20140224,4.1,2.3,13,58
20140225,5.7,2,12,59.9
20140226,8.4,1.9,2,44.9
20140227,7.7,2.8,12,55.4
20140228,6.7,2.3,3,58.8
20140301,6,2.6,12,61.1
20140302,4.5,3,13,46.4
20140303,5.2,2,13,34.4
20140304,6.3,2.9,12,48
20140305,1.4,4.4,13,44.8
20140306,0.3,3.6,13,43.4
20140307,-0.6,3.8,12,45.9
20140308,2,2.5,12,55
20140309,1.4,3.6,13,56.4
20140310,1.5,3,12,50.4
20140311,4.5,2.8,11,65
20140312,6.9,1.5,1,75.8
20140313,5.2,4,3,54.5
20140314,3.4,3.6,12,54.6
20140315,6.8,4,10,66.8
20140316,11.3,2.3,10,68.3
20140317,12.6,3.5,10,79
20140318,10.5,3.5,12,75.3
20140319,9.6,2.9,3,65.5
20140320,6.3,3.2,13,71.3
20140321,5.9,3.4,12,52.5
20140322,8.6,2.5,11,63.5
20140323,9.6,3,11,63.6
20140324,10.9,3.5,10,60.5
20140325,14.6,2.7,10,75.9
20140326,15.4,2.8,11,64.6
20140327,13.5,2.8,11,68.9
20140328,16.6,2.6,11,57.3
20140329,15,2.5,3,73.4
20140330,14.9,3.1,3,63.5
20140331,14.5,2.3,12,49.3
20140401,15.6,2.4,11,33.8
20140402,15.5,2.7,12,30
20140403,10.2,3.1,12,63
20140404,6.6,3.4,13,52.6
20140405,6.2,3,12,60.5
20140406,7.4,4,11,50.6
20140407,10.3,3.4,10,64.9
20140408,11.9,2.6,12,60.9
20140409,10.3,3,12,85.3
20140410,12.5,2.4,11,71.5
20140411,13.6,2.8,12,69.5
20140412,14.3,1.7,13,68.8
20140413,17.2,2.2,3,54.9
20140414,16.3,2.7,12,53.3
20140415,12.9,3.2,12,80.1
20140416,14,1.8,10,81
20140417,14.7,1.9,2,67.4
20140418,15.9,2.6,2,59.9
20140419,14,4.5,3,56
20140420,14.6,3.4,3,54.4
20140421,15.1,3,13,55.1
20140422,16,2.8,12,43.1
20140423,17.2,2.5,13,49.4
20140424,18.6,2,12,49
20140425,19,2.2,2,32.5
20140426,18.7,2.4,12,38.9
20140427,15.6,2.3,2,86.6
20140428,13.6,4.6,3,91.6
20140429,15,4,2,69.5
20140430,16.1,2.1,2,62.1
20140501,16,3.2,11,60.5
20140502,15.7,3.6,10,70.9
20140503,13.1,3.9,12,54.6
20140504,12.3,3.8,10,57.8
20140505,11.3,5.1,11,56.5
20140506,13.1,3.4,10,45.9
20140507,15.7,3.8,2,48.3
20140508,14.5,4.2,11,83.9
20140509,16.8,2,12,60.8
20140510,20.5,2.1,3,43.4
20140511,18.9,3.4,3,54.4
20140512,16.4,5.2,10,79.1
20140513,19.2,4,11,69.9
20140514,19.6,3.5,12,59.1
20140515,18.2,4,12,66.9
20140516,19,2.9,12,50.3
20140517,20,2.3,13,48
20140518,20.3,2.4,11,50.1
20140519,20,2.3,12,55.1
20140520,21.5,2.2,12,45.4
20140521,20.1,3.7,12,65.3
20140522,20.9,2.5,12,63.4
20140523,22,2.9,10,68.4
20140524,21.3,2.3,12,68.8
20140525,20.5,2.4,7,78.9
20140526,19.4,4,11,67.4
20140527,22.8,4.2,10,49.5
20140528,24,2.5,12,60.8
20140529,23.2,2.8,11,54.6
20140530,24.8,2.1,13,42.5
20140531,26.2,2.6,11,50.3
20140601,24.7,1.9,12,58.1
20140602,22.6,2.2,3,73.5
20140603,18.7,3.5,3,95.3
20140604,22.8,4.3,3,61.5
20140605,22.9,2.9,3,58.8
20140606,24.4,2.4,2,58.9
20140607,23.5,2.4,12,65.1
20140608,21.4,3,11,75.3
20140609,22.9,2.3,13,70.8
20140610,23.6,2.1,3,72
20140611,20.5,1.9,1,87.1
20140612,21.2,2.8,2,73.9
20140613,21.3,2.9,10,79
20140614,22.5,3.3,12,71.6
20140615,23.2,3.3,12,69.9
20140616,23.9,2.5,12,66.4
20140617,24.5,1.9,11,71.8
20140618,24.4,3,12,71.3
20140619,22.5,3.5,11,79.3
20140620,24.2,1.6,13,76.5
20140621,23.1,2.7,3,80.9
20140622,23.7,1.8,2,74.4
20140623,21,1.4,2,91.4
20140624,22.9,2.4,11,74.6
20140625,23.8,2.3,12,74.1
20140626,24.4,2.4,12,68
20140627,24.1,2.8,12,74.8
20140628,23.8,3.8,12,71.6
20140629,24.1,2.1,9,70.3
20140630,25.3,2.7,12,68
20140701,26,2.1,12,67.8
20140702,25.7,2.5,13,77.3
20140703,22.6,2.8,2,85.5
20140704,26.8,2.4,3,62.1
20140705,25.7,2.1,12,70.4
20140706,25.7,2.1,6,65.8
20140707,27.1,2.3,12,61.4
20140708,25.9,1.9,12,73
20140709,27.6,2.2,3,78.3
20140710,28.9,2.9,13,57.9
20140711,27.1,4,11,63.4
20140712,25.3,3.2,10,74.3
20140713,25.4,3.3,11,73.4
20140714,26.4,3.3,11,70.8
20140715,26.8,2.4,10,69.4
20140716,26.6,2.7,12,68.4
20140717,25.9,3.1,11,75.9
20140718,26.1,2.6,10,80.5
20140719,27,2.4,12,79.8
20140720,27.9,2.6,12,75.8
20140721,27.3,3,10,73.9
20140722,25.9,4.4,10,83.9
20140723,23.6,3.2,10,90
20140724,21.9,2,3,92.8
20140725,27.5,2.9,7,81.9
20140726,22.6,6.4,10,86.1
20140727,25,1.9,9,75
20140728,26.6,1.9,2,71.6
20140729,26.5,2.5,8,68.4
20140730,28.6,2.2,10,70.6
20140731,28.6,2.1,2,75.9
20140801,30.2,2.6,3,63.4
20140802,31.4,3.9,3,55
20140803,26.5,4.2,3,87.6
20140804,26.4,2.1,2,93
20140805,26.6,3.2,10,87.5
20140806,24.4,2.2,12,92.4
20140807,24.7,1.5,12,91.1
20140808,26.1,3.8,3,62.3
20140809,26.5,4.6,3,48.4
20140810,23.4,2.6,2,79.4
20140811,23.7,2.2,12,78.4
20140812,25.8,2.7,12,77.8
20140813,24.2,2.1,2,75.3
20140814,22.3,2,2,78.6
20140815,24.9,1.7,12,72.9
20140816,26.1,1.8,13,73.9
20140817,24,1.9,2,81.1
20140818,22.3,3.1,3,90
20140819,22.3,1.5,3,96.6
20140820,24.8,1.1,1,86
20140821,23.1,2.4,2,96.5
20140822,24.7,3.1,11,83.4
20140823,25.2,2.7,10,79.5
20140824,25.6,1.3,2,75.5
20140825,25.9,3,3,71.8
20140826,25.4,2.5,3,71.4
20140827,24.6,2.8,3,66.8
20140828,25.1,2.2,2,65.3
20140829,25.2,1.8,2,71.9
20140830,24.6,1.9,3,71.6
20140831,24.1,1.4,2,68.6
20140901,24.1,1.5,2,72.5
20140902,23.1,2.5,3,73.6
20140903,19.1,3.4,3,99.8
20140904,22.4,2.5,12,79.4
20140905,23.8,2.1,11,76
20140906,25.2,1.8,13,66.9
20140907,25.3,1.6,2,72.1
20140908,24.8,2.5,12,75
20140909,23.3,2.1,12,66.5
20140910,22.4,1.5,12,60.6
20140911,23.3,1.8,3,61.1
20140912,21.3,2.1,2,74.9
20140913,23.1,2.3,3,60.9
20140914,23,2.3,3,60.6
20140915,23.1,2.2,12,64.9
20140916,21.3,2.1,13,43.8
20140917,20.2,1.5,12,52.3
20140918,20.6,2,3,56.5
20140919,21.4,1.7,2,55
20140920,21.6,2,3,52.5
20140921,20.2,1.4,2,61.6
20140922,21.4,2,2,57.5
20140923,23,2.5,3,52.1
20140924,20.3,2.6,2,77.9
20140925,22.2,1.7,3,66.9
20140926,21,2.6,3,78.1
20140927,21.4,2.6,12,79
20140928,21.7,1.1,2,85.5
20140929,19.4,1.3,1,99
20140930,18.9,3.1,3,72.5
20141001,19.2,2.6,3,68.6
20141002,18.1,2.2,12,89
20141003,16.1,2.9,12,74.3
20141004,16.9,3.4,3,62
20141005,17.1,3.1,3,53.1
20141006,16.6,1.7,3,57
20141007,16.1,2.4,2,64.8
20141008,16.7,1.5,2,61.5
20141009,18.6,2,14,60.4
20141010,19,3.6,3,63.3
20141011,19.4,3.1,3,57.4
20141012,21.2,1.9,3,48.5
20141013,17.4,4.7,3,51.9
20141014,13.8,2.2,2,51.8
20141015,13.8,2.4,2,60.4
20141016,13.2,3.1,12,53.8
20141017,13.6,1.9,1,53.8
20141018,15.5,1.7,2,68.9
20141019,17,1.7,2,61
20141020,14.4,2.6,3,97.8
20141021,13.8,3.4,3,92.8
20141022,13.6,3,2,69
20141023,13.8,2.1,3,67.8
20141024,15.1,1.8,2,78
20141025,16.5,1.9,2,81.1
20141026,16,2.8,10,76.9
20141027,10.7,3,12,35.3
20141028,10.2,1.4,12,43.4
20141029,12.1,1.7,2,46.4
20141030,14.2,1.5,2,45.8
20141031,15,2.4,3,62.1
20141101,17.3,2.2,12,63.4
20141102,12,4.8,12,50.5
20141103,9.3,3.1,12,40.9
20141104,11.3,1.9,12,60.5
20141105,12.4,1.9,12,65.6
20141106,13.5,2.1,13,61
20141107,9.8,1.9,12,52.5
20141108,9.9,1.4,1,61.9
20141109,10,2.3,13,46.3
20141110,9.4,1.7,2,49.9
20141111,9.4,1.9,2,67.4
20141112,6,5.4,12,50.6
20141113,-0.2,3.7,13,38.5
20141114,4.2,2.2,1,54
20141115,4.1,2.1,13,38.3
20141116,6.6,1.6,1,42.6
20141117,6.2,2.3,14,75.5
20141118,5,2.2,13,53.4
20141119,5.6,1.6,2,55.4
20141120,7.9,1.8,2,61.9
20141121,11.3,2.8,2,62.5
20141122,11,1.9,9,90.9
20141123,9,2,2,80
20141124,9.8,1.3,2,59.8
20141125,10.2,4.2,3,56
20141126,11,2.8,3,58.8
20141127,10.4,1.9,2,69.9
20141128,8.8,3.7,3,88
20141129,8.3,2.1,3,83.9
20141130,9.1,3.2,3,88.1
20141201,-1.1,6.1,13,58.8
20141202,-5.4,4.6,12,42.3
20141203,-3.3,1.9,12,70.6
20141204,-4.6,2.7,13,43
20141205,-6.6,3.6,13,45.5
20141206,-5.6,2.8,13,47.5
20141207,-3.4,1.6,2,43.9
20141208,-1.6,2.6,13,48.4
20141209,-2.4,1.5,13,44.1
20141210,1.6,1.9,9,58.8
20141211,-1.5,3.4,13,64.8
20141212,-3.8,2,12,70.4
20141213,-5.2,3.2,13,45.8
20141214,-3.6,1.5,2,60.5
20141215,-0.1,2.8,3,90.6
20141216,-4.9,4.9,13,58.9
20141217,-9,4.9,13,41
20141218,-8.3,2.3,12,39.9
20141219,-3.8,3.4,3,54.5
20141220,-1.7,3.8,13,66
20141221,-6.4,2.2,13,58.5
20141222,-4.7,2.2,2,64.6
20141223,-1.3,2.6,2,67.1
20141224,1.7,2.8,1,66.8
20141225,-2.6,2.5,12,52
20141226,-3.2,1.9,12,45.6
20141227,-1.8,1.7,1,46.8
20141228,-0.8,2.2,2,64.1
20141229,2.9,2.3,2,73.1
20141230,1.9,2.6,12,62.8
20141231,-1.9,3.8,13,47.4
20150101,-7.7,4.6,290,41.4
20150102,-6,3.2,270,45.9
20150103,-2.7,1.9,230,56.1
20150104,2.5,2,50,70.1
20150105,3.7,2.4,70,73.1
20150106,-3.2,4.3,290,52.4
20150107,-5.5,2.5,270,33.1
20150108,-5.1,2.2,270,45.8
20150109,-2.1,2,270,58.3
20150110,-0.3,2.3,270,56.5
20150111,-0.4,3.6,290,57.8
20150112,-2.7,1.8,270,37.8
20150113,0.2,1.8,50,39.6
20150114,2.5,1.5,20,41.1
20150115,2.8,2.1,270,53.6
20150116,0.8,4,250,73
20150117,-4.1,3.8,270,46
20150118,-1.3,2.3,50,68.4
20150119,-0.1,3.2,270,68.1
20150120,-0.9,1.9,50,55.8
20150121,2.6,2,70,58.3
20150122,3.1,1.5,270,60.6
20150123,1.2,2.6,50,66.4
20150124,3.7,1.8,290,62.9
20150125,3,3.5,70,78.4
20150126,3.6,2.6,270,87.5
20150127,-3.6,3.7,290,55.4
20150128,-4.1,2.3,70,49.3
20150129,-1.1,2.3,70,56.4
20150130,-3.3,3.8,290,51.8
20150131,-4.5,2.6,270,46.4
20150201,-3,1.9,290,44.9
20150202,-0.6,1.5,20,47.3
20150203,0.6,2.1,20,54.5
20150204,0.4,2,270,64.5
20150205,-0.1,3,270,57.1
20150206,0.4,2.2,290,57.3
20150207,1.2,2.6,250,65.3
20150208,-9.8,5.3,290,34.1
20150209,-5.7,3.1,270,54.6
20150210,1.7,2.8,250,69
20150211,2.7,2.5,270,60.3
20150212,-2.2,4.2,270,36.8
20150213,-1.6,3.1,270,46.4
20150214,2,2.2,20,72.9
20150215,7.9,2.9,70,61.6
20150216,5,3.5,70,91.9
20150217,1.9,3.5,290,78.5
20150218,0.8,2.5,270,72
20150219,2.2,1.6,290,67.1
20150220,5.2,2,50,55.3
20150221,5.7,3.4,70,79
20150222,3.5,4.1,270,78
20150223,0.9,3,270,60.4
20150224,2.1,2.3,270,60
20150225,5.4,2.9,50,48.6
20150226,1.2,4.9,270,56.9
20150227,-1.3,3.2,270,35.6
20150228,2.7,2,70,40.5
20150301,2.4,3.7,270,56.8
20150302,3.9,2.8,230,43.5
20150303,2.8,3.4,200,69.5
20150304,-2.1,5.3,270,43.4
20150305,-0.3,1.9,290,41.1
20150306,2.9,2.3,270,37.8
20150307,4.2,2.3,270,45.5
20150308,7.7,1.8,50,42.5
20150309,2.2,5.4,290,43.4
20150310,-3.4,5.9,290,30.6
20150311,0.4,4.5,250,45.1
20150312,2.1,4,250,41
20150313,5.6,3,270,45.4
20150314,4.3,2.3,250,31.4
20150315,5.5,2.2,270,42
20150316,9.8,2,270,44.4
20150317,10.7,1.8,50,51.9
20150318,10.7,4,70,61.5
20150319,12.4,2.5,70,50.9
20150320,13.4,2.5,270,32.5
20150321,11.7,2.7,250,31
20150322,8.3,4.2,270,33.3
20150323,4.6,4.2,290,24.3
20150324,5.4,2.6,250,32.8
20150325,6.5,2.5,270,45.9
20150326,7.9,3.1,270,47.5
20150327,9.1,2.6,270,50.5
20150328,9.7,2.8,270,35
20150329,10.5,2.5,270,61.9
20150330,13.2,2.6,270,57.4
20150331,12.9,2.2,70,80.6
20150401,12.9,4.1,70,67.9
20150402,14.8,5,70,70.5
20150403,10.6,2.8,270,83.4
20150404,13.5,4.3,70,48
20150405,10.5,2.5,70,75.1
20150406,10.3,2.7,290,55.8
20150407,8.4,2.6,50,59.5
20150408,8.3,2.9,70,52.5
20150409,9.6,2.3,50,43
20150410,11.6,2.8,270,40.5
20150411,13.5,2.5,270,39.3
20150412,14.9,2.9,70,30.6
20150413,12,5.9,70,53.9
20150414,6.9,2.7,50,89.9
20150415,11.1,2.9,250,72
20150416,9.9,3.6,250,69.5
20150417,10.5,3.7,230,45.4
20150418,15.2,1.9,70,31.9
20150419,14.5,3.7,70,74.8
20150420,12.2,3.2,50,75.3
20150421,14,2.9,270,46
20150422,14.2,3,270,47
20150423,14.5,3.5,230,41.1
20150424,15.7,3.2,270,38.3
20150425,15.9,2.7,270,31.3
20150426,17.3,3.3,50,37.6
20150427,18.5,2.8,250,39.3
20150428,20.3,2.1,70,38.6
20150429,17,2.9,70,77
20150430,21.2,2.2,70,56.6
20150501,21,2.5,270,58.8
20150502,20.7,2.1,250,64.4
20150503,18.3,2.1,50,90.4
20150504,16.1,4.2,270,45.9
20150505,14.2,3.4,250,37.9
20150506,15.4,2.4,230,36.3
20150507,16.5,2.6,50,35.6
20150508,16.7,2.5,250,64.3
20150509,17.6,3,270,55
20150510,19.1,2.3,270,39.6
20150511,18.4,3,90,62.1
20150512,13.3,6.4,230,75.9
20150513,17.4,5.3,230,56.9
20150514,20.4,3.3,230,63.8
20150515,19.1,2.7,270,71
20150516,18,3,250,41.3
20150517,18.6,2.2,290,40.4
20150518,17.7,3.2,50,53.9
20150519,14.8,3.6,230,88.9
20150520,16.3,3.1,270,60
20150521,18.7,3.7,230,50.1
20150522,20,2.9,270,45.3
20150523,20.6,2.5,250,38.5
20150524,21,2.4,270,37.3
20150525,20.8,2.7,250,53.1
20150526,21.5,2.7,270,48.9
20150527,23.2,2,270,32.9
20150528,24.3,2.2,270,27.1
20150529,23.8,2.5,270,36.8
20150530,19.8,2.9,270,71
20150531,22.1,2.2,250,52.8
20150601,21.7,2.6,270,44.6
20150602,23.1,2.7,270,46.9
20150603,23.3,3.8,290,33.3
20150604,24.2,2.6,270,28.9
20150605,19.1,1.7,160,58.8
20150606,22.4,2.3,50,50.4
20150607,23.4,2.3,270,46.8
20150608,22.4,2.3,270,54.9
20150609,22.2,2.9,270,66.3
20150610,25.3,2.2,290,54.3
20150611,24.6,2.8,160,59.6
20150612,23.6,3.8,230,63.1
20150613,24.7,3.2,230,61.9
20150614,22.8,2.7,290,70.3
20150615,24.2,2.2,290,65.6
20150616,25,2.4,250,65.9
20150617,23.4,2.6,50,72.8
20150618,24.8,2.7,70,59.4
20150619,24.5,2.9,70,57.8
20150620,19.6,1.8,50,91
20150621,22.4,2,250,69.1
20150622,24,2.4,270,60.4
20150623,24.7,2.3,270,64.1
20150624,25.7,2.5,270,58.3
20150625,24.8,2.1,50,65.1
20150626,21,3.3,50,75.8
20150627,25.2,2.2,50,55.3
20150628,25.4,2.6,270,61.8
20150629,25.7,2.8,270,61.8
20150630,24.4,1.7,270,70
20150701,23.7,3.8,250,66.3
20150702,23.7,4,230,64.5
20150703,23.3,3,270,62.6
20150704,24.1,2.2,50,55.8
20150705,24.2,2.3,270,57.4
20150706,25.3,2.2,270,54.3
20150707,25.6,2,50,52.1
20150708,23.4,4,70,69.8
20150709,26.5,2.9,70,61.3
20150710,29.2,1.9,70,60.9
20150711,30.4,2.1,50,60.3
20150712,24.8,4,70,94.1
20150713,23.1,5.2,230,90.8
20150714,26.1,3.5,230,72.4
20150715,27.9,2.9,70,58.8
20150716,24.7,5,70,51.3
20150717,23.6,3.6,70,49.8
20150718,24.3,2.2,70,63.5
20150719,25.1,1.8,50,77.4
20150720,27.5,2.4,70,71.4
20150721,27,1.6,270,81.6
20150722,27.7,1.8,270,76.9
20150723,26.9,2.1,230,81
20150724,24.7,2,230,96.9
20150725,25,3.2,230,95.1
20150726,26,2.6,230,85.5
20150727,26.2,2.3,290,86
20150728,27.7,2.7,250,74.4
20150729,26.7,2.6,200,82.9
20150730,28.6,3.5,230,76.4
20150731,27.9,2.7,200,74.3
20150801,28.2,3.1,230,72.8
20150802,26.5,2.7,230,84.3
20150803,27.9,3.8,200,71.5
20150804,27.5,4.5,230,73.3
20150805,28.6,3.7,230,67
20150806,29.3,2,270,64.5
20150807,28.9,1.4,50,71.3
20150808,26.6,2.1,50,79.1
20150809,26.7,2.1,20,74.4
20150810,27,2.3,270,72.1
20150811,26.8,2.1,270,73.6
20150812,27.3,2,20,67.5
20150813,26.5,1.9,50,68.6
20150814,26.9,2.4,290,66.4
20150815,27.1,1.9,50,70.4
20150816,25.8,2,50,74.9
20150817,26.6,2.2,50,61.5
20150818,27.9,2.5,70,59.9
20150819,26.8,1.8,50,70.3
20150820,25.4,1.7,50,75.5
20150821,25.2,2,270,78.3
20150822,25.5,2.5,230,69.8
20150823,26.3,1.7,50,65.5
20150824,26.3,3.8,70,60.6
20150825,21.7,3.2,50,76.4
20150826,21.9,2.9,320,68.4
20150827,24.7,3.1,250,61.1
20150828,23.2,1.7,50,69.4
20150829,24.4,1.7,270,65.8
20150830,24.9,1.6,20,65.9
20150831,25.9,1.9,70,62.9
20150901,25.9,3.4,70,59.4
20150902,23.9,2.1,70,72.8
20150903,23.9,2.3,270,75.1
20150904,24.8,2.2,270,68.5
20150905,21.9,2.1,70,79.8
20150906,22.2,3.7,70,60.4
20150907,22.6,2.4,70,52.9
20150908,22.7,3.2,70,43.6
20150909,22.4,2.9,50,42.9
20150910,22.4,2.4,270,62.3
20150911,21,2.1,270,76.4
20150912,19.2,1.9,270,60.4
20150913,20.2,2.6,290,54.1
20150914,22.1,1.6,50,61.1
20150915,22.8,2.2,50,48.5
20150916,21.6,2.5,70,45.5
20150917,21.4,3.1,70,46.4
20150918,21.9,2.4,70,52.1
20150919,22.3,2.4,270,58.3
20150920,22.1,2,290,69
20150921,22.6,1.5,20,62.1
20150922,23.9,1.8,70,48.4
20150923,22,1.7,50,57.9
20150924,23.4,1.9,20,56.4
20150925,23.4,2.5,70,56.5
20150926,22.4,1.8,270,54.5
20150927,21.9,1.9,50,39.4
20150928,21.4,1.6,90,39.6
20150929,22.1,2.3,70,36.6
20150930,21.3,2.6,90,45.3
20151001,16.3,3.6,70,77.5
20151002,16.5,3.7,230,53.5
20151003,19.2,3.8,230,49.4
20151004,16.6,1.8,50,38.9
20151005,18,1.9,20,49.4
20151006,18.7,1.9,20,57.5
20151007,19.6,1.4,290,67.5
20151008,20.1,2.3,270,61.1
20151009,16.2,3.7,270,43.8
20151010,12.8,2.2,70,70.9
20151011,10.8,2.4,230,72.6
20151012,12.3,2.7,290,56.5
20151013,15,2.5,250,66.4
20151014,17.1,1.6,290,64.6
20151015,17.9,1.8,50,62.1
20151016,17.5,1.8,270,71
20151017,18.7,1.7,50,64.8
20151018,17.9,1.3,270,65.1
20151019,18.1,2,70,67.4
20151020,18.8,1.6,270,69.5
20151021,17.9,1.6,270,72.5
20151022,17.5,2.2,70,64.8
20151023,17.5,2.4,230,69.1
20151024,16.9,2.5,320,64.4
20151025,16.3,2.1,70,51
20151026,15,2.4,70,66.8
20151027,12.1,3.2,290,69.3
20151028,9.9,2.5,270,49
20151029,8.4,2.4,250,50.4
20151030,5.4,2.6,290,41.8
20151031,5.7,2.1,290,42.5
20151101,7,1.6,50,48.4
20151102,10.8,1.6,250,60.5
20151103,11.8,1.4,290,67.6
20151104,12.2,1.6,270,62
20151105,13.2,1.7,20,63.9
20151106,13.5,4.7,70,63.9
20151107,10.5,6,70,91.5
20151108,11.1,5.2,70,90.6
20151109,10.8,2.1,290,87.6
20151110,10,1.8,270,80
20151111,11.6,1.6,70,72.4
20151112,14.5,2.8,70,63.5
20151113,11.5,4,70,83.8
20151114,12.8,1.4,70,97.3
20151115,13.4,1.8,270,84.5
20151116,12.2,2.8,70,85.1
20151117,13.9,1.8,290,69.6
20151118,10.4,5.1,70,70.6
20151119,8.9,2.6,70,72.8
20151120,9.8,1.5,320,72.6
20151121,9.2,1.8,290,55.9
20151122,10.2,2.4,70,66.5
20151123,8.5,3.3,70,80.9
20151124,5.6,3.1,70,69.5
20151125,2.4,2.7,70,86.8
20151126,-2.7,3.7,290,63.8
20151127,-2.8,2.6,290,59.1
20151128,0.1,2.1,50,70.8
20151129,2.5,3.3,70,87.9
20151130,4.1,2,290,69.1
20151201,4,1.9,50,57.8
20151202,6,3.2,270,71.4
20151203,-0.7,4.1,270,79.3
20151204,-0.4,2.8,270,63.9
20151205,3.4,3.1,250,51.4
20151206,1.3,1.2,290,46.4
20151207,1.9,1.8,290,51.1
20151208,2.9,1.3,290,55.9
20151209,5,2.3,110,57.4
20151210,7.8,2.3,110,74.8
20151211,6.4,3.4,70,56.5
20151212,5.2,2.6,20,50.1
20151213,5.2,1.4,20,50.5
20151214,5,2.2,20,75.6
20151215,4.7,2.8,270,69.8
20151216,-1,3.9,20,50.9
20151217,-4.6,2.7,50,43.4
20151218,-3.3,2.2,110,61.9
20151219,-0.1,1.7,140,66.3
20151220,1.5,1.5,90,56.9
20151221,2.2,2.5,110,76
20151222,3.1,2.4,110,67.9
20151223,5.9,2.1,160,59.6
20151224,1.5,2.3,270,67.5
20151225,-0.8,2,270,46.3
20151226,0.9,2.4,70,73.3
20151227,-5.7,2.9,360,39
20151228,-5.7,2.3,70,38.4
20151229,-3.2,1.4,70,47.6
20151230,0.3,2.5,160,67.6
20151231,0.7,1.5,50,81.3
20160101,1.2,1.6,90,73
20160102,5.7,2,320,76.9
20160103,6.5,1.8,320,80.6
20160104,2,3.1,320,54.4
20160105,-2.7,2.3,20,39.4
20160106,-1.7,1.8,320,54.3
20160107,-3.4,2.5,20,51.8
20160108,-3.3,2,290,49.8
20160109,-2.1,2.1,360,57.1
20160110,0.3,2.6,50,42.3
20160111,-3.8,2.8,50,38.3
20160112,-5.2,2.5,50,46
20160113,-4.5,2,50,63
20160114,-3.4,1.7,230,52.1
20160115,-0.4,1.8,160,52.3
20160116,-0.2,2.9,90,68
20160117,1.7,2.4,90,64
20160118,-6.3,4.8,340,59.8
20160119,-12.8,5.4,340,45.9
20160120,-10.5,1.8,50,43.6
20160121,-7.1,1.8,320,44.3
20160122,-7.6,2.6,320,40.5
20160123,-11.5,4,340,42
20160124,-14.4,3.2,340,48.5
20160125,-9.4,1.9,320,47.1
20160126,-3.3,2.3,90,64.5
20160127,-1.1,2,340,56.3
20160128,-0.5,1.6,110,51.5
20160129,1.9,2.3,90,43.6
20160130,0.6,2,320,59.5
20160131,-3.9,3.2,320,34
20160201,-6,3,320,36
20160202,-5.3,2.2,340,41.8
20160203,-2.4,1.9,70,49.6
20160204,-0.7,2.4,320,50.1
20160205,-2.2,2.5,320,39.4
20160206,-3.1,2.9,320,38.6
20160207,-2.9,2,320,46.5
20160208,1.3,3.1,270,62.1
20160209,0.3,3,320,52.5
20160210,2.7,1.6,90,38.5
20160211,8.1,3.5,110,29.3
20160212,8.4,3.2,110,95.3
20160213,11,3.3,140,95
20160214,-2.6,4.6,320,73.1
20160215,-5.8,4,340,48.4
20160216,-2.7,2.7,320,65.6
20160217,0,2.3,320,53.9
20160218,3.5,3.2,270,66.4
20160219,2.3,1.7,290,56.4
20160220,1.3,2.9,340,37.1
20160221,-0.6,2.9,320,36.4
20160222,1.1,1.9,270,36.6
20160223,0.7,3.2,340,56
20160224,-3,2.9,340,42
20160225,-0.2,2.7,320,49.9
20160226,2.2,2.2,290,41.3
20160227,3.3,2,320,57.6
20160228,0.7,2.1,90,65.5
20160229,-3.8,4,320,48.6
20160301,-2.7,2.5,320,47.3
20160302,3.1,2.9,270,67.9
20160303,8.1,1.9,200,65.1
20160304,13.2,2.7,110,55.3
20160305,11.3,2.6,110,91.3
20160306,7.9,2.8,320,51
20160307,8.1,2,110,36.9
